"","SegRNN_96_96_AIT","ModernTCN_96_96_AIT","iTransformer_96_96_AIT","MTST_96_96_AIT","DLinear_96_96_AIT","NLinear_96_96_AIT","MTSMixer_96_96_AIT"
"SegRNN_96_96_AIT",NA,NA,NA,NA,NA,NA,NA
"ModernTCN_96_96_AIT",0,NA,NA,NA,NA,NA,NA
"iTransformer_96_96_AIT",0,0,NA,NA,NA,NA,NA
"MTST_96_96_AIT",0,0,0,NA,NA,NA,NA
"DLinear_96_96_AIT",0,0,0,0,NA,NA,NA
"NLinear_96_96_AIT",0,0,0,0,0,NA,NA
"MTSMixer_96_96_AIT",0,0,0,0,0,0,NA
